,h3_index,n0,n1,n2,n3,n4,n5,waterbody_dist,waterway_dist,road_dist,hydro,index,theo_turbines,theo_pv,index_right_renamed,country,Vientiane road construction costs,Vientiane trucking transport and conversion costs,Vientiane trucking state,Vientiane pipeline transport and conversion costs,Vientiane trucking solar capacity,Vientiane trucking wind capacity,Vientiane trucking hydro capacity,Vientiane trucking electrolyzer capacity,Vientiane trucking battery capacity,Vientiane trucking H2 storage capacity,Vientiane trucking production cost,Vientiane pipeline solar capacity,Vientiane pipeline wind capacity,Vientiane pipeline hydro capacity,Vientiane pipeline electrolyzer capacity,Vientiane pipeline battery capacity,Vientiane pipeline H2 storage capacity,Vientiane pipeline production cost,Ocean water costs,Freshwater costs,Lowest water cost,Vientiane trucking total cost,geometry,Vientiane trucking battery costs,Vientiane LCOH - trucking battery costs portion,Vientiane trucking electrolyzer costs,Vientiane LCOH - trucking electrolyzer portion,Vientiane trucking H2 storage costs,Vientiane LCOH - trucking H2 storage portion,Vientiane trucking wind costs,Vientiane LCOH - trucking wind portion,Vientiane trucking solar costs,Vientiane LCOH - trucking solar portion,Vientiane trucking hydro costs,Vientiane LCOH - trucking hydro portion
10,8564b047fffffff,755,908,667,0,0,0,0.0,0.0,0.0,,7,69.0,212.0,92,Laos,0.0,0.33165529413497463,NH3,0.6527709784436525,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((101.82088245611801 17.81263913259082, 101.79684921014682 17.90534717732523, 101.70031017485364 17.933040934619232, 101.62783380964 17.868001566429445, 101.65192737507462 17.775273638998726, 101.748437083902 17.74760490690724, 101.82088245611801 17.81263913259082))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,854061dbfffffff,893,176,939,0,0,0,11.131949,11.131949,0.0,,8,7.0,28.0,139,Other,0.0,0.5269782303109022,NH3,2.2819954333713897,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.0058312625574000005,0.0058312625574000005,,"POLYGON ((101.67909665241343 22.426072907026146, 101.65464490218642 22.516304875735123, 101.55658351435845 22.54383043573163, 101.48300466723587 22.481105815350627, 101.50751825738442 22.39085249141325, 101.60554895766278 22.36334508517162, 101.67909665241343 22.426072907026146))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,85414eabfffffff,666,733,886,701,714,564,11.131949,0.0,0.0,,9,137.0,1904.0,92,Laos,0.0,0.427613743327566,NH3,1.4465290640909527,343.4077148773074,0.0,0.0,127.73426348021988,35.89147213432949,1961.1583196483198,7.690842013094139,343.46580335532826,0.0,0.0,129.02501851331442,25.370477568473063,1904.7193250475095,7.640808388924646,0.009849,0.005691,0.005691,8.124146756421705,"POLYGON ((104.55473728722565 19.988645334338262, 104.5316146142023 20.080186834533816, 104.4357071411506 20.109217099879494, 104.36294334472846 20.04667474469778, 104.38613275491088 19.955101120509255, 104.48201930852954 19.926101924116868, 104.55473728722565 19.988645334338262))",685067.3130328014,0.12018724790049147,8251990.262441266,1.4477175899019765,5267571.697539359,0.9241353855332209,0.0,0.0,29607021.33877866,5.194214269961169,0.0,0.0
13,85416e27fffffff,874,93,348,547,502,456,0.0,0.0,0.0,,10,563.0,2915.0,92,Laos,0.0,0.42703338295749077,NH3,1.4394223211797892,338.3632114451643,0.0,0.0,135.80023348934137,27.581792290803342,1504.9029320459645,7.463001415544467,337.30235006336636,0.0,0.0,139.05041620099223,12.286476004263655,1451.6237699998976,7.403861317386135,0.009849,0.005691,0.005691,7.895725798501957,"POLYGON ((105.45670175838438 17.41439384263265, 105.43414478376887 17.506952035949936, 105.3395556323586 17.536154906083823, 105.26754121825086 17.472761214386317, 105.29016541127837 17.380168131288812, 105.38473687669322 17.351003581054552, 105.45670175838438 17.41439384263265))",526458.8831177091,0.09236120756451037,8773074.458325176,1.5391358698816098,4042092.8861117368,0.7091391028266205,0.0,0.0,29172107.636236,5.117913620392281,0.0,0.0
14,85414933fffffff,870,696,542,328,393,636,0.0,0.0,0.0,,11,236.0,1761.0,92,Laos,0.0,0.3800557773333596,NH3,1.0548084999273402,338.36321144516415,0.0,0.0,135.8002334893413,27.58179229080381,1504.9029320459663,7.463001415544466,337.3023500633655,0.0,0.0,139.05041620099217,12.286476004266175,1451.6237699999072,7.403861317386135,0.009849,0.005691,0.005691,7.848748192877825,"POLYGON ((102.06546705183521 19.621413610713404, 102.04138597911982 19.713284226033007, 101.94438275751692 19.741107714279593, 101.8714895983829 19.677037230258833, 101.89563223259356 19.58514471585811, 101.9926065625088 19.557344528730365, 102.06546705183521 19.621413610713404))",526458.883117718,0.09236120756451194,8773074.458325172,1.539135869881609,4042092.8861117414,0.7091391028266213,0.0,0.0,29172107.63623599,5.117913620392279,0.0,0.0
15,85414973fffffff,192,276,90,804,914,573,0.0,0.0,0.0,,12,314.0,2210.0,92,Laos,0.0,0.3896364224093395,NH3,1.1721272987096678,333.6776738132801,0.0,0.0,135.13441878691862,37.02776265650864,1154.8893780774374,7.251155675581862,332.48677059335864,0.0,0.0,136.1764063974953,31.756258591391788,1097.0391535267956,7.196536098020538,0.009849,0.005691,0.005691,7.646483097991202,"POLYGON ((102.3330394690954 19.968721978513006, 102.30903350372607 20.060406382933927, 102.21203412201048 20.08836063897157, 102.1390689023676 20.024606706729664, 102.16313714775886 19.93289916141976, 102.26010842972117 19.904968633661557, 102.3330394690954 19.968721978513006))",706755.905017563,0.12399226403816895,8730060.968512135,1.53158964359862,3101974.2469544453,0.544206008237622,0.0,0.0,28768142.301035505,5.047042508953598,0.0,0.0
16,8541618ffffffff,631,726,672,384,386,641,0.0,0.0,0.0,,13,362.0,2496.0,94,Other,0.0,0.5199075922924482,NH3,2.1954126665147613,346.9920926116478,0.0,0.0,128.60231435591112,33.074773745346704,1924.3558690161997,7.728144013563857,345.0804923067733,0.0,0.0,131.27890875004346,23.253691414962816,1884.3564458621256,7.674096652582298,0.009849,0.005691,0.005691,8.253742605856306,"POLYGON ((106.94837042297885 16.261388425227523, 106.92653272707243 16.35407379491692, 106.83324915409754 16.3836587123485, 106.76181616827931 16.320513033453537, 106.7837229337291 16.2277871635269, 106.87699368215156 16.198247428030438, 106.94837042297885 16.261388425227523))",631304.4584543568,0.11075516814988715,8308068.774019463,1.4575559252665724,5168722.183245883,0.906793365481734,0.0,0.0,29916049.771948177,5.248429784552312,0.0,0.0
17,8541618ffffffff,631,726,672,384,386,641,0.0,0.0,0.0,,13,362.0,2496.0,92,Laos,0.0,0.5199075922924482,NH3,2.1954126665147613,343.62081752336485,0.0,0.0,130.01608401486916,26.941475510767752,2640.140523160999,8.010096684188744,342.65440397801603,0.0,0.0,131.93517257328529,17.87123952955778,2579.5986974146335,7.954458461938953,0.009849,0.005691,0.005691,8.535695276481192,"POLYGON ((106.94837042297885 16.261388425227523, 106.92653272707243 16.35407379491692, 106.83324915409754 16.3836587123485, 106.76181616827931 16.320513033453537, 106.7837229337291 16.2277871635269, 106.87699368215156 16.198247428030438, 106.94837042297885 16.261388425227523))",514237.0357009455,0.09021702380718341,8399402.243530275,1.4735793409702238,7091283.430816283,1.2440848124239094,0.0,0.0,29625394.06110211,5.197437554579317,0.0,0.0
18,856496bbfffffff,838,752,595,119,182,382,11.131949,0.0,0.0,,14,275.0,2535.0,92,Laos,0.0,0.42364361426694447,NH3,1.3979132591311512,329.5243972224819,0.0,0.0,125.52261763425257,47.284851437423264,2744.473467501632,7.8631515515570705,328.69919761876946,0.0,0.0,129.63955940075203,30.36981351467849,2691.293208992985,7.811830288100524,0.009849,0.005691,0.005691,8.292486165824016,"POLYGON ((101.45862254086813 20.218664768853483, 101.43426579173023 20.310228032054283, 101.3368309464809 20.33773650825105, 101.26378389679766 20.273661314863748, 101.2882010971319 20.182078340280746, 101.38560499780638 20.154590213529616, 101.45862254086813 20.218664768853483))",902534.8974306125,0.15833945568958113,8109111.762282874,1.4226511863654165,7371516.423340937,1.2932484953229715,0.0,0.0,28410066.045545604,4.984222113253614,0.0,0.0
19,85649627fffffff,375,779,341,932,354,852,0.0,0.0,0.0,,15,319.0,2389.0,92,Laos,0.0,0.4428059132238106,NH3,1.6325632099119898,344.93465415714275,0.0,0.0,123.54755197510241,45.530644313641176,2146.6325052280004,7.786220188944328,343.8220026034622,0.0,0.0,124.4181745138092,39.64829852353162,2102.662383884412,7.735079382857504,0.009849,0.005691,0.005691,8.234717102168139,"POLYGON ((100.9220751209015 20.538691952804413, 100.89749451644676 20.630073166472112, 100.79976046355644 20.657290319064195, 100.72663983693658 20.59310815667455, 100.75127978513856 20.501709241010005, 100.84898112113699 20.47451013198257, 100.9220751209015 20.538691952804413))",869052.0144690372,0.15246526569632232,7981517.003109167,1.400266140896345,5765745.94527622,1.0115343763642493,0.0,0.0,29738666.965485837,5.217309993944884,0.0,0.0
20,85659637fffffff,913,708,690,875,451,264,0.0,0.0,0.0,160.0,16,229.0,1640.0,90,Other,0.0,0.5668881773062143,NH3,2.5800629715749612,336.90875321877496,0.0,0.0,132.69212255736582,26.81668490008831,1750.3198598287436,7.518891659870756,336.8744062892155,0.0,0.0,134.62545114232967,14.992374690858123,1688.5974222102175,7.467971576775366,0.009849,0.005691,0.005691,8.09147083717697,"POLYGON ((106.84810120894873 14.486333246114357, 106.8263431369129 14.579455232692967, 106.7335171492828 14.608662195421672, 106.66246229253953 14.54469915823287, 106.6842885139552 14.45153818486975, 106.77710150892428 14.422379189898965, 106.84810120894873 14.486333246114357))",511855.1337262946,0.08979914626777098,8572281.809223464,1.5039090893374498,4701270.296692972,0.8247842625777144,0.0,0.0,29046710.98997703,5.0959142087678995,0.0,0.0
21,85659637fffffff,913,708,690,875,451,264,0.0,0.0,0.0,160.0,16,229.0,1640.0,92,Laos,0.0,0.5668881773062143,NH3,2.5800629715749612,327.7145939157388,0.0,0.0,136.342781890643,47.69389999579796,1890.338493661074,7.557113632467987,327.2052533908271,0.0,0.0,137.40002362050663,41.96273946058308,1836.2761062972556,7.513075232120504,0.009849,0.005691,0.005691,8.129692809774202,"POLYGON ((106.84810120894873 14.486333246114357, 106.8263431369129 14.579455232692967, 106.7335171492828 14.608662195421672, 106.66246229253953 14.54469915823287, 106.6842885139552 14.45153818486975, 106.77710150892428 14.422379189898965, 106.84810120894873 14.486333246114357))",910342.4845849345,0.15970920782191833,8808124.600725988,1.545285017671226,5077353.239775086,0.8907637262763308,0.0,0.0,28254033.193631142,4.956847928707218,0.0,0.0
22,85414dd7fffffff,467,906,242,790,843,760,0.0,0.0,0.0,18.0,17,319.0,1851.0,92,Laos,0.0,0.34080185285866044,NH3,0.7647742176770066,327.7145939157388,0.0,0.0,136.3427818906431,47.693899995797636,1890.3384936610746,7.557113632467987,327.2052533908271,0.0,0.0,137.40002362050663,41.96273946058297,1836.2761062972666,7.513075232120509,0.009849,0.005691,0.005691,7.903606485326646,"POLYGON ((103.65426475201326 18.645421930405416, 103.6308783550411 18.73767824970546, 103.53491254935973 18.76622568150284, 103.46235686190943 18.702486492405363, 103.48580770849111 18.610202190136437, 103.58174988125964 18.581685007146373, 103.65426475201326 18.645421930405416))",910342.4845849283,0.15970920782191725,8808124.600725992,1.5452850176712265,5077353.239775088,0.8907637262763312,0.0,0.0,28254033.193631142,4.956847928707218,0.0,0.0
23,85414b63fffffff,147,933,865,358,356,418,0.0,0.0,0.0,,18,95.0,1842.0,92,Laos,0.0,0.4471887030410536,NH3,1.686232209504042,332.14973487574,0.0,0.0,130.70534500735204,43.34761426006434,2303.626470375744,7.740608220946238,331.60533400394326,0.0,0.0,133.07192843965618,30.904747577674417,2240.288531449467,7.683943577402724,0.009849,0.005691,0.005691,8.193487923987293,"POLYGON ((102.55546709583288 21.171128908100748, 102.5314523502963 21.262137970655704, 102.43416725794125 21.290191476607188, 102.3609246113623 21.227213115054575, 102.3850026078815 21.13617959931566, 102.48226009686799 21.10814884247962, 102.55546709583288 21.171128908100748))",827384.1071879844,0.1451551065242078,8443930.42918134,1.4813913033651471,6187423.766598177,1.0855129415084521,0.0,0.0,28636410.488474857,5.023931664644712,0.0,0.0
24,8540656bfffffff,272,829,293,323,893,176,0.0,0.0,0.0,,19,22.0,215.0,92,Laos,0.0,0.5169711969792288,NH3,2.1594553412861437,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((101.75235223556089 22.15502064184167, 101.7279503110411 22.24543034999912, 101.63000676983378 22.27301293589502, 101.55649565024306 22.210167007195935, 101.58095946877808 22.11973572798763, 101.6788726151442 22.092171890890643, 101.75235223556089 22.15502064184167))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8540656bfffffff,272,829,293,323,893,176,0.0,0.0,0.0,,19,22.0,215.0,139,Other,0.0,0.5169711969792288,NH3,2.1594553412861437,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((101.75235223556089 22.15502064184167, 101.7279503110411 22.24543034999912, 101.63000676983378 22.27301293589502, 101.55649565024306 22.210167007195935, 101.58095946877808 22.11973572798763, 101.6788726151442 22.092171890890643, 101.75235223556089 22.15502064184167))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,85406593fffffff,330,475,460,147,297,818,0.0,0.0,0.0,,20,234.0,2182.0,92,Laos,0.0,0.44585660701984836,NH3,1.6699201653952027,344.8570245323111,0.0,0.0,127.11769365026474,40.177746406953744,2766.9023700969233,8.10005473186515,343.1938292709973,0.0,0.0,129.47623194446857,30.744308266149186,2714.8662509630867,8.041606092187683,0.009849,0.005691,0.005691,8.551602338884999,"POLYGON ((102.21447372849742 21.10102983922128, 102.19033286179543 21.192087122581178, 102.09292164738237 21.21996333054669, 102.01968009173395 21.156760483542005, 102.04388344404138 21.06568011964546, 102.14126596508127 21.037825626955723, 102.21447372849742 21.10102983922128))",766880.2402896838,0.13454039303327786,8212158.128961336,1.4407294963090063,7431759.317213477,1.3038174240725398,0.0,0.0,29731974.099078532,5.216135806855883,0.0,0.0
27,854065a3fffffff,912,607,621,649,0,0,11.131949,11.131949,0.0,,21,0.0,0.0,139,Other,0.0,0.4717398134280246,NH3,1.796224701894446,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.0058312625574000005,0.0058312625574000005,,"POLYGON ((101.62949975652609 21.267595224503317, 101.60512316933642 21.35855776129983, 101.5074186953514 21.386117405331444, 101.43412152127999 21.322694935614077, 101.45855936378155 21.231711579212675, 101.55623322705259 21.20417145486076, 101.62949975652609 21.267595224503317))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,85416e97fffffff,337,646,167,487,813,510,0.0,0.0,0.0,,22,597.0,3221.0,92,Laos,0.0,0.4729673423097406,NH3,1.8112562799073495,336.581858778858,0.0,0.0,141.00149499141753,41.393252605815924,1260.6059508732287,7.426117786142198,335.9072379417831,0.0,0.0,141.98802996924468,36.879890792193386,1211.9158077935192,7.385451092113052,0.009849,0.005691,0.005691,7.904776128451938,"POLYGON ((106.20554760660394 16.83866490361059, 106.18334904957675 16.931306689101753, 106.0894004723244 16.960719333869008, 106.01766575826653 16.897448379063505, 106.03993250844614 16.80476887467303, 106.13386585122556 16.77539799729461, 106.20554760660394 16.83866490361059))",790080.8368690803,0.13861067313492637,9109090.481732942,1.5980860494268319,3385923.595276221,0.5940216833817932,0.0,0.0,29018527.66665942,5.0909697660806,0.0,0.0
29,85416b47fffffff,350,602,509,705,459,503,0.0,0.0,0.0,130.0,23,641.0,3031.0,92,Laos,0.0,0.3518173950143649,NH3,0.8996639003021768,336.5818587788581,0.0,0.0,141.00149499141753,41.39325260581552,1260.6059508732285,7.426117786142198,335.9072379417832,0.0,0.0,141.98802996924474,36.87989079219309,1211.9158077935174,7.385451092113052,0.009849,0.005691,0.005691,7.783626181156563,"POLYGON ((104.17933498123269 18.317377052770897, 104.15618456346688 18.4097304165023, 104.06059290027527 18.438489428666486, 103.98817363786276 18.374862472247518, 104.01138937579111 18.282479101516362, 104.10695914099293 18.253752642554737, 104.17933498123269 18.317377052770897))",790080.8368690726,0.13861067313492503,9109090.481732942,1.5980860494268319,3385923.5952762207,0.5940216833817931,0.0,0.0,29018527.666659426,5.090969766080601,0.0,0.0
30,85414d33fffffff,831,137,551,359,879,439,0.0,0.0,0.0,0.0,24,2.0,87.0,92,Laos,0.0,0.3309369035731855,NH3,0.6439740010901162,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.009849,0.005691,0.005691,,"POLYGON ((102.90898065937931 18.780427512294306, 102.88528968920828 18.872671378078536, 102.78892108771818 18.900885401544908, 102.71626959318219 18.836828029168085, 102.74002357241127 18.74455919731444, 102.83636612979727 18.71637264972511, 102.90898065937931 18.780427512294306))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8564b023fffffff,138,191,923,229,538,0,0.0,0.0,0.0,,25,220.0,1634.0,91,Other,0.0,0.3523966250973349,NH3,0.9067568023994483,332.8289702901337,0.0,0.0,122.84519581262062,50.38318012146408,2340.67233353674,7.702790121744963,331.6313705763505,0.0,0.0,123.67231725944191,46.51877781443943,2293.0551531208084,7.654950798855354,0.009849,0.005691,0.005691,8.060877746842298,"POLYGON ((101.265659189572 17.541878654229127, 101.24144062162212 17.634708734975938, 101.14477107497555 17.66214931829164, 101.07235121260388 17.59673640338322, 101.09662876826248 17.50388896121262, 101.19326729880233 17.476471739224326, 101.265659189572 17.541878654229127))",961673.2826861481,0.16871461099756985,7936142.832893181,1.3923057601566984,6286927.074588516,1.1029696622085114,0.0,0.0,28694971.017364524,5.034205441642899,0.0,0.0
